kurtka,jacket,1,0,0
sweter,sweater,1,0,0
koszulka,shirt,1,0,0
spodnie,pants,1,0,0
spodenki,shorts,1,0,0
buty,shoes,1,0,0
czapka,hat,1,0,0
sukienka,dress,1,0,0
spódnica,skirt,1,0,0
skarpetki,socks,1,0,0
bluza,hoodie,1,0,0
