morela,apricot,10,4,13
bakłażan,aubergine,12,1,12
brokuły,broccoli,16,2,16
cukinia,courgette,22,3,23
czosnek,garlic,27,6,32
sałata,lettuce,3,0,2
rzodkiewka,radish,3,0,2
szpinak,spinach,1,2,1
dorsz,cod,37,5,41
śledź,herring,21,4,24
jagnięcina,lamb,24,5,28
wieprzowina,pork,13,2,14
łosoś,salmon,3,2,4
pstrąg,trout,13,2,14
cielęcina,veal,1,0,0
